Chain,Link,Via,Datetime,Summary,Full Content,Rating,summary-processed,full_content-processed,full_content-sentiment,full_content-keywords,district
Highlands Coffee,https://www.foody.vn/ho-chi-minh/highlands-coffee-hoa-hong,Android,2020-08-22 15:50:00,Highlands coffe chi nhánh hoa hồng,"Quán khá đông khách mà sao trên đây ít review ghê 
Mình trở lại đây sau lần trc đi là hồi mùng 2 tết . cứ vài tháng là thèm highlands lại một lần . Anh bảo vệ cũng được nè ,nhân viên phục vụ ổn ,làm nhanh nhẹn.
Món yêu thích là trà thạch đào và freeze đá xay các loại, hôm nay chọn trà thạch đào sữa. Ly nhỏ vậy uống cũng được rồi",8.8,highlands coffe chi nhánh hoa hồng,quán khá đông khách mà sao trên đây ít review ghê mình trở lại đây sau lần trc đi là hồi mùng 2 tết . cứ vài tháng là thèm highlands lại một lần . anh bảo vệ cũng được nè nhân viên phục vụ ổn làm nhanh nhẹn. món yêu thích là trà thạch đào và freeze đá xay các loại hôm nay chọn trà thạch đào sữa. ly nhỏ vậy uống cũng được rồi,positive,"[('quán khá', 0.030255109989226328), ('hồi mùng', 0.030255109989226328), ('anh bảo', 0.030255109989226328), ('nhanh nhẹn', 0.030255109989226328), ('khá đông', 0.04436536625762566)]",Quận Phú Nhuận
Highlands Coffee,https://www.foody.vn/ho-chi-minh/highlands-coffee-hoa-hong,MobileWeb,2020-03-18 20:29:00,Thêm 1 lần thất vọng !,"Ngày nào cũng uống HL nhưng hôm nay thật sự thất vọng..
Vẫn ăn ổ bánh mì như mọi khi nhưng hôm nay với ổ bánh lạnh tanh từ ngoài vào trong đặc biệt là nhân bánh cá ngừ rất tanh. Hỏi nhân viên thì được câu tl “ nhân cá ngừ được bảo quản lạnh như vậy đó c “ ...minhf nhờ Liền các bạn ấy làm nóng thì đợi 15p sau cũng không thấy hồi âm cho đến khi mình ra hỏi thì bạn mới lôi từ lò vi sóng ra ... bánh mì bỏ vào lò vi sóng quay xong thì 10p thôi nó đơ hơn cục đá lấy gì ăn ! 
Mùa dịch thì quán vắng thế nào còn vậy ...",3.8,thêm 1 lần thất vọng,ngày nào cũng uống hl nhưng hôm nay thật sự thất vọng.. vẫn ăn ổ bánh mì như mọi khi nhưng hôm nay với ổ bánh lạnh tanh từ ngoài vào trong đặc biệt là nhân bánh cá ngừ rất tanh. hỏi nhân viên thì được câu tl nhân cá ngừ được bảo quản lạnh như vậy đó c ...minhf nhờ liền các bạn ấy làm nóng thì đợi 15p sau cũng không thấy hồi âm cho đến khi mình ra hỏi thì bạn mới lôi từ lò vi sóng ra ... bánh mì bỏ vào lò vi sóng quay xong thì 10p thôi nó đơ hơn cục đá lấy gì ăn mùa dịch thì quán vắng thế nào còn vậy ...,negative,"[('thất vọng.', 0.034592065066802666), ('nhưng hôm', 0.03724401641620659), ('hôm nay', 0.03724401641620659), ('nay thật', 0.064101521993128), ('hôm', 0.11932508357437886)]",Quận Phú Nhuận
Starbucks Coffee,https://www.foody.vn/ho-chi-minh/starbucks-coffee-pandora-city,iPhone,2022-01-07 15:10:00,Starbucks Coffee - Pandora City,"Chi nhánh này nhỏ và hơi bí. Nước uống thì ở đâu cũng vậy nè, oke 👍🏻
@t4_eattheworld",7.0,starbucks coffee pandora city,chi nhánh này nhỏ và hơi bí. nước uống thì ở đâu cũng vậy nè oke t4 eattheworld,positive,"[('eattheworld', 0.04491197687864554), ('chi nhánh', 0.04940384002065631), ('nước uống', 0.09700399286574239), ('uống thì', 0.09700399286574239), ('chi', 0.15831692877998726)]",Quận Tân Phú
Starbucks Coffee,https://www.foody.vn/ho-chi-minh/starbucks-coffee-pandora-city,Android,2020-10-20 19:04:00,Starbucks Coffee - Pandora City,"Nhân viên phục vụ tốt , quán khá đẹp",9.2,starbucks coffee pandora city,nhân viên phục vụ tốt quán khá đẹp,positive,"[('nhân viên', 0.04940384002065631), ('khá đẹp', 0.04940384002065631), ('viên phục', 0.09700399286574239), ('tốt quán', 0.09700399286574239), ('quán khá', 0.09700399286574239)]",Quận Tân Phú
Starbucks Coffee,https://www.foody.vn/ho-chi-minh/starbucks-coffee-pandora-city,Android,2020-03-26 22:36:00,Starbucks Coffee - Pandora City,"Món mới ko hề ngon nha quán. Nhạt nhẽo, ko béo, ko mùi vị gì đặt biệt hết.",3.8,starbucks coffee pandora city,món mới ko hề ngon nha quán. nhạt nhẽo ko béo ko mùi vị gì đặt biệt hết.,negative,"[('món mới', 0.015099935621315529), ('nha quán', 0.015099935621315529), ('ngon nha', 0.02249651976012989), ('món', 0.10028582371075691), ('quán', 0.10028582371075691)]",Quận Tân Phú
Starbucks Coffee,https://www.foody.vn/ho-chi-minh/starbucks-coffee-pandora-city,iPhone,2020-03-14 04:07:00,Ngon.,"Mình ít đi Starbuck này lắm, mặc dù nó gần nhà mình lắm đi chừng 10’ thôi, nhưng chỗ này hơi tối khó mà ngồi học bài được, nhưng lâu lâu hẹn bạn ra tán gẫu một chút cũng ok. Gửi xe ở đối diện có nhân viên đưa thẻ giữ xe đàng hoàng. Nhân viên order cũng nhiệt tình dễ thương. Mình gọi mocha đá xay, lâu lâu thử mocha uống thấy cũng được nè, uống đậm đà vừa thơm mùi cà phê vừa thơm mùi chocolate nữa, lớp kem ở trên béo béo uống khá là ổn nha. Mình có gọi thêm cái bánh nhưng chắc cận date nên hơi khô.",7.0,ngon.,mình ít đi starbuck này lắm mặc dù nó gần nhà mình lắm đi chừng 10 thôi nhưng chỗ này hơi tối khó mà ngồi học bài được nhưng lâu lâu hẹn bạn ra tán gẫu một chút cũng ok. gửi xe ở đối diện có nhân viên đưa thẻ giữ xe đàng hoàng. nhân viên order cũng nhiệt tình dễ thương. mình gọi mocha đá xay lâu lâu thử mocha uống thấy cũng được nè uống đậm đà vừa thơm mùi cà phê vừa thơm mùi chocolate nữa lớp kem ở trên béo béo uống khá là ổn nha. mình có gọi thêm cái bánh nhưng chắc cận date nên hơi khô.,positive,"[('đàng hoàng', 0.03787256112741694), ('gần nhà', 0.05151650181882572), ('tối khó', 0.05151650181882572), ('ngồi học', 0.05151650181882572), ('học bài', 0.05151650181882572)]",Quận Tân Phú
Starbucks Coffee,https://www.foody.vn/ho-chi-minh/starbucks-coffee-pandora-city,Android,2020-03-13 17:10:00,Tối muộn cùng patiso bacon phô mai & hot chocolate ☕,"Đi dự cái event sau giờ làm về cũng trễ nên đói meo mốc, không nghĩ ra ăn gì tạt qua SB lúc 9h30 luôn. Nhân viên dễ thương, siêu nhiệt tình, tư vấn món và báo rõ khoảng 15 phút nữa quán dọn nên khách ngồi thêm 15p thôi. Bánh được làm nóng lại nhanh, nhân đầy và chất lượng, thịt xông khói ngon, cheese báo, vỏ bánh ngàn lớp thơm tuyệt vời (ăn không cũng tuyệt luôn).
Quán dễ thương nhưng đèn hơi yếu, background đẹp nhưng máy mình cùi qá lên không đẹp lắm. Hot choc kem mẫu ly giấy đẹp, mượt mà, mang đi tiện lắm luôn!
Đặc biệt: lớp whipping cream ở đây cho đầy ắp mà cực kỳ chất lượng luôn!
Điểm trừ: view hơi chán và mặt kính bên ngoài (nhìn từ trong ra) hơi bụi. Ngồi gần tủ BST ly mà còn thấy mê 😆",7.2,tối muộn cùng patiso bacon phô mai hot chocolate,đi dự cái event sau giờ làm về cũng trễ nên đói meo mốc không nghĩ ra ăn gì tạt qua sb lúc 9h30 luôn. nhân viên dễ thương siêu nhiệt tình tư vấn món và báo rõ khoảng 15 phút nữa quán dọn nên khách ngồi thêm 15p thôi. bánh được làm nóng lại nhanh nhân đầy và chất lượng thịt xông khói ngon cheese báo vỏ bánh ngàn lớp thơm tuyệt vời ăn không cũng tuyệt luôn . quán dễ thương nhưng đèn hơi yếu background đẹp nhưng máy mình cùi qá lên không đẹp lắm. hot choc kem mẫu ly giấy đẹp mượt mà mang đi tiện lắm luôn đặc biệt lớp whipping cream ở đây cho đầy ắp mà cực kỳ chất lượng luôn điểm trừ view hơi chán và mặt kính bên ngoài nhìn từ trong ra hơi bụi. ngồi gần tủ bst ly mà còn thấy mê,positive,"[('cái event', 0.05002970057378857), ('đói meo', 0.05002970057378857), ('meo mốc', 0.05002970057378857), ('tạt qua', 0.05002970057378857), ('trễ nên', 0.08861800911232076)]",Quận Tân Phú
Starbucks Coffee,https://www.foody.vn/ho-chi-minh/starbucks-coffee-pandora-city,iPhone,2020-03-12 03:37:00,Nhân viên nhiệt tình.,"Mình đến đổi mã free drink được tặng cho thành viên vàng. Đã lâu mới quay lại Pandora, mọi thứ giờ trông khá chán. Starbucks nằm ngay phía ngoài mặt tiền đường luôn rất dễ tìm. Mà không gian bên trong rất nhỏ, chắc đây là chi nhánh nhỏ nhất quá, mình đi buổi tối nên trông hơi chán nữa. Mình hỏi nhân viên 1 chút thắc mắc về cafe thì được bạn nhân viên giải thích tận tình lắm. Lần này mình chọn Java Chip ôi ly này siêu ngon lun! Nó là socola đá xay chung với 1 chút cafe mà nó cực kì đậm đặc, đậm hơn cả ly Choco nữa. Ai mà thích uống đậm đậm như mình thì phải thử ly này nha.",7.6,nhân viên nhiệt tình.,mình đến đổi mã free drink được tặng cho thành viên vàng. đã lâu mới quay lại pandora mọi thứ giờ trông khá chán. starbucks nằm ngay phía ngoài mặt tiền đường luôn rất dễ tìm. mà không gian bên trong rất nhỏ chắc đây là chi nhánh nhỏ nhất quá mình đi buổi tối nên trông hơi chán nữa. mình hỏi nhân viên 1 chút thắc mắc về cafe thì được bạn nhân viên giải thích tận tình lắm. lần này mình chọn java chip ôi ly này siêu ngon lun nó là socola đá xay chung với 1 chút cafe mà nó cực kì đậm đặc đậm hơn cả ly choco nữa. ai mà thích uống đậm đậm như mình thì phải thử ly này nha.,positive,"[('free drink', 0.05011839765517158), ('viên vàng', 0.0949793010554022), ('thành viên', 0.12513886472460553), ('mình', 0.12900681770400524), ('viên', 0.1697013801396485)]",Quận Tân Phú
Starbucks Coffee,https://www.foody.vn/ho-chi-minh/starbucks-coffee-pandora-city,Android,2020-03-08 23:44:00,Ăn khuya take away & combo 08/03 🌺,"Hôm nay SB có km mua 1 tặng 1 cho xoài với việt quất, kiểu đá xay nên hình như là smoothies mà mình cũng quên hỏi. Đến tầm 9h50 nên quán cũng cb nghỉ, sau mình có một nhóm order 300k xin ngồi lại nhưng nhân viên có báo chỉ nhận take away.
Mình gọi 2 ly nước trong promotion women's day, thêm 1 bánh tuna melt sandwich nữa, được nhân viên làm nóng lại giùm cũng không phải đợi lâu. Bánh ngon, hơi to nên nhà mình 2 người ăn mới hết. Nước ngon, vị trái cây healthy cho mùa Corona, có khuyến mãi nữa hết ý. Bịch giấy mang về và họa tiết trên ly nhựa đều là spring collection mình rất thích luôn, nhìn tinh tế xỉu. Mua về có thể đậu xe ngay mặt trước quán, có chú bảo vệ ngồi canh lối cửa vô nhưng hiền, không khó chịu nè.
Quán lúc mình đến chỉ có 3 bạn nhân viên nam thôi mà nice, nhiệt tình, thân thiện lắm! Tối lên đèn hơi mờ ảo, có vẻ chụp không đẹp nên tối mình lười ghé store Pandora nếu ngồi lại nè! Total bill của mình hết có 165K thôi, không mắc nếu tính giá trong brand đâu.",7.6,ăn khuya take away combo 08 03,hôm nay sb có km mua 1 tặng 1 cho xoài với việt quất kiểu đá xay nên hình như là smoothies mà mình cũng quên hỏi. đến tầm 9h50 nên quán cũng cb nghỉ sau mình có một nhóm order 300k xin ngồi lại nhưng nhân viên có báo chỉ nhận take away. mình gọi 2 ly nước trong promotion women s day thêm 1 bánh tuna melt sandwich nữa được nhân viên làm nóng lại giùm cũng không phải đợi lâu. bánh ngon hơi to nên nhà mình 2 người ăn mới hết. nước ngon vị trái cây healthy cho mùa corona có khuyến mãi nữa hết ý. bịch giấy mang về và họa tiết trên ly nhựa đều là spring collection mình rất thích luôn nhìn tinh tế xỉu. mua về có thể đậu xe ngay mặt trước quán có chú bảo vệ ngồi canh lối cửa vô nhưng hiền không khó chịu nè. quán lúc mình đến chỉ có 3 bạn nhân viên nam thôi mà nice nhiệt tình thân thiện lắm tối lên đèn hơi mờ ảo có vẻ chụp không đẹp nên tối mình lười ghé store pandora nếu ngồi lại nè total bill của mình hết có 165k thôi không mắc nếu tính giá trong brand đâu.,positive,"[('hôm nay', 0.02878185609208698), ('quên hỏi', 0.02878185609208698), ('việt quất', 0.03389939169864644), ('quất kiểu', 0.03389939169864644), ('nhân viên', 0.044295669024597056)]",Quận Tân Phú
Starbucks Coffee,https://www.foody.vn/ho-chi-minh/starbucks-coffee-pandora-city,iPhone,2020-02-16 18:24:00,Starbucks Coffee - Pandora City,"📍Vị trí: nằm ở tầng trệt của Pandora City, ngay mặt tiền luôn nên cũng dễ thấy.
🛵 Gửi xe: ngay trước quán luôn nha, không cần phải xuống hầm gửi. 
🏡 Không gian: chi nhánh này khá là nhỏ, hẹp, chỉ tầm chục bộ bàn ghế thôi, decor cũng đơn giản thôi, chi nhánh này thấy cứ tối tối sao đó bởi đèn màu vàng, trông không có được sáng sủa cho lắm. 
👫 Nhân viên: vui vẻ, dễ thương lắm nè. Tư vấn bánh này nọ nhiệt tình lắm. Còn rất là chủ động trong việc bảo vệ môi trường nha, chủ động hỏi mình dùng lại hay mang đi để làm trong ly thuỷ tinh. 
🥤 Thức uống: mình order Iced Okinawa Brown Sugar Latte size Tall. Nghe tới đường nâu thì nghĩ cũng bình thường thôi. Tuy nhiên mình thấy món này khá là ngon, rất hợp với đứa hảo ngọt như mình. Phần Latte thì màu có vẻ đậm hơn món ADL. Còn whipping cream có sốt bên trên như là caramel béo béo ngọt ngọt. Ngon xĩu luôn. 
💰 Giá cả: 85k",7.6,starbucks coffee pandora city,vị trí nằm ở tầng trệt của pandora city ngay mặt tiền luôn nên cũng dễ thấy. gửi xe ngay trước quán luôn nha không cần phải xuống hầm gửi. không gian chi nhánh này khá là nhỏ hẹp chỉ tầm chục bộ bàn ghế thôi decor cũng đơn giản thôi chi nhánh này thấy cứ tối tối sao đó bởi đèn màu vàng trông không có được sáng sủa cho lắm. nhân viên vui vẻ dễ thương lắm nè. tư vấn bánh này nọ nhiệt tình lắm. còn rất là chủ động trong việc bảo vệ môi trường nha chủ động hỏi mình dùng lại hay mang đi để làm trong ly thuỷ tinh. thức uống mình order iced okinawa brown sugar latte size tall. nghe tới đường nâu thì nghĩ cũng bình thường thôi. tuy nhiên mình thấy món này khá là ngon rất hợp với đứa hảo ngọt như mình. phần latte thì màu có vẻ đậm hơn món adl. còn whipping cream có sốt bên trên như là caramel béo béo ngọt ngọt. ngon xĩu luôn. giá cả 85k,positive,"[('trí nằm', 0.06906788998253716), ('tầng trệt', 0.06906788998253716), ('pandora city', 0.06906788998253716), ('mặt tiền', 0.06906788998253716), ('city ngay', 0.11969801612830877)]",Quận Tân Phú
Starbucks Coffee,https://www.foody.vn/ho-chi-minh/starbucks-coffee-pandora-city,Android,2019-12-08 00:04:00,Hot chocolate signature with Xmas papercup,"Tự nhiên nổi hứng thèm SB, mà lại muốn order dàn menu Peppermint có PPM Mocha gì đó bữa thử rất ngon nên mò lên Now mà ko có món đó. Cuối cùng vẫn trung thành vs hot chocolate signature size nhỏ của SB. Có note dùng whipping cream nhưng ko biết sao lần này lại ko có hay do quán cho take away ko kem ko rõ nữa. Ly Xmas xinh, có đồ khuấy nhựa hình Noel cũng xinh xinh nên ko vứt mà giữ để lại vì tiếc. Store này thid gần nhà và tiện order, ngồi lại hơi chán vì view ko đặc sắc lắm vs hơi vắng 😂",7.2,hot chocolate signature with xmas papercup,tự nhiên nổi hứng thèm sb mà lại muốn order dàn menu peppermint có ppm mocha gì đó bữa thử rất ngon nên mò lên now mà ko có món đó. cuối cùng vẫn trung thành vs hot chocolate signature size nhỏ của sb. có note dùng whipping cream nhưng ko biết sao lần này lại ko có hay do quán cho take away ko kem ko rõ nữa. ly xmas xinh có đồ khuấy nhựa hình noel cũng xinh xinh nên ko vứt mà giữ để lại vì tiếc. store này thid gần nhà và tiện order ngồi lại hơi chán vì view ko đặc sắc lắm vs hơi vắng,positive,"[('nhiên nổi', 0.019847969968860343), ('nổi hứng', 0.019847969968860343), ('hứng thèm', 0.019847969968860343), ('dàn menu', 0.019847969968860343), ('menu peppermint', 0.019847969968860343)]",Quận Tân Phú
Starbucks Coffee,https://www.foody.vn/ho-chi-minh/starbucks-coffee-pandora-city,Web,2019-10-18 14:02:00,Nắp đậy của ly take away lỏng lẻo,"Lần sinh nhật bạn mình (26/9), mình có đến Starbuck Pandora city mua 2 ly cà phê không đá, đầy ly, size L (vị caremel macchiato thì phải). Không hiểu sao lần trước đó mình mua 2 ly khác cũng không đá đầy ly size L (vị latte hay mocha mình ko nhớ) ở chi nhánh quận 5 thì được cho 2 ly giấy trắng có nắp đậy rất lịch sự, kín và chắc chắn. Lần này mình mua bên Pandora thì được nhân viên cho cà phê vào 2 ly nhựa trong với nắp đậy hình bán cầu. Nắp dạng này có 1 lỗ rất là to ở giữa, lúc máng vào móc trên xe máy để mang đi thì bị văng nước ra tứ tung, rất là phí phạm. Trong khi mình đã nói trước với nhân viên là mình mua mang về rồi. 

Tại sao cùng 1 mức giá 200k (cho 2 ly), cùng dung tích và kích cỡ, thì ở chi nhánh quận 5 và Pandora lại có cách bảo quản và phục vụ nước khác nhau vậy ạ?",5.8,nắp đậy của ly take away lỏng lẻo,lần sinh nhật bạn mình 26 9 mình có đến starbuck pandora city mua 2 ly cà phê không đá đầy ly size l vị caremel macchiato thì phải . không hiểu sao lần trước đó mình mua 2 ly khác cũng không đá đầy ly size l vị latte hay mocha mình ko nhớ ở chi nhánh quận 5 thì được cho 2 ly giấy trắng có nắp đậy rất lịch sự kín và chắc chắn. lần này mình mua bên pandora thì được nhân viên cho cà phê vào 2 ly nhựa trong với nắp đậy hình bán cầu. nắp dạng này có 1 lỗ rất là to ở giữa lúc máng vào móc trên xe máy để mang đi thì bị văng nước ra tứ tung rất là phí phạm. trong khi mình đã nói trước với nhân viên là mình mua mang về rồi. tại sao cùng 1 mức giá 200k cho 2 ly cùng dung tích và kích cỡ thì ở chi nhánh quận 5 và pandora lại có cách bảo quản và phục vụ nước khác nhau vậy ạ,negative,"[('chắc chắn', 0.03666429163074005), ('sinh nhật', 0.0447335166585535), ('nhật bạn', 0.0447335166585535), ('caremel macchiato', 0.0447335166585535), ('latte hay', 0.0447335166585535)]",Quận Tân Phú
Starbucks Coffee,https://www.foody.vn/ho-chi-minh/starbucks-coffee-pandora-city,iPhone,2019-05-16 21:20:00,❤️MÓN NƯỚC CỦA STARBUCK KHIẾN MÌNH HÀI LÒNG NHẤT❤️,"Starbuck đó giờ là thương hiệu mà ai cũng biết mặc dù giá chát nhưng chất lượng cũng cao nên không có gì để chê cả. Tuy nhiên có mấy lần các món làm mình không hài lòng lắm thì nay mình gọi đại do thích cafe thì trúng món tủ luôn ^^
.
🍯🍯🍯CARAMEL FRAPPUCINO (V): 106k
Kem siêu mịn siêu ngon. Sốt caramel ở trên cũng nhiều nữa. Nước phía dưới là cafe caramel đá xay độ ngọt vừa phải rất dễ uống. Thậm chí là gây nghiện luôn đó chời ơi . Nói chung là best best best !!!
.
☕️☕️☕️ ESPRESSO FRAPUCINO (T): 90k
Ly này cafe đậm hơn nhưng không quá đắng. Đối với một đứa mê coffee như mình thì cái này quá đỉnh ^^ Còn bạn nào không ưng cafe thì cũng yên tâm tại không quá đắng đâu vẫn có độ ngọt nhé ! 
.
❤️❤️❤️Nói tóm lại là 2 món này thật sự ngon lắm! Tuy nó bình thường không có gì đặc biết nhưng lại đỉnh phải biết ^^ Các CN khác mình không biết nhưng CN Starbucks ở Pandora Trường Chinh pha rất hợp ý mình ^^ Đây là 2 sự lựa chọn rất tốt khi bạn tới Starbucks đóa nên hãy save lại nhé ~ 
__________
🚫XEM THÊM REVIEW TẠI INSTAGRAM THEO DÕI @EATWITHCHEESIE
🚫🚫LẤY ẢNH VUI LÒNG CMT CHO MÌNH VÀ GHI NGUỒN. XIN CẢM ƠN!",9.4,món nước của starbuck khiến mình hài lòng nhất,starbuck đó giờ là thương hiệu mà ai cũng biết mặc dù giá chát nhưng chất lượng cũng cao nên không có gì để chê cả. tuy nhiên có mấy lần các món làm mình không hài lòng lắm thì nay mình gọi đại do thích cafe thì trúng món tủ luôn . caramel frappucino v 106k kem siêu mịn siêu ngon. sốt caramel ở trên cũng nhiều nữa. nước phía dưới là cafe caramel đá xay độ ngọt vừa phải rất dễ uống. thậm chí là gây nghiện luôn đó chời ơi . nói chung là best best best . espresso frapucino t 90k ly này cafe đậm hơn nhưng không quá đắng. đối với một đứa mê coffee như mình thì cái này quá đỉnh còn bạn nào không ưng cafe thì cũng yên tâm tại không quá đắng đâu vẫn có độ ngọt nhé . nói tóm lại là 2 món này thật sự ngon lắm tuy nó bình thường không có gì đặc biết nhưng lại đỉnh phải biết các cn khác mình không biết nhưng cn starbucks ở pandora trường chinh pha rất hợp ý mình đây là 2 sự lựa chọn rất tốt khi bạn tới starbucks đóa nên hãy save lại nhé xem thêm review tại instagram theo dõi eatwithcheesie lấy ảnh vui lòng cmt cho mình và ghi nguồn. xin cảm ơn,positive,"[('kem siêu', 0.03191519902952445), ('siêu mịn', 0.03891680343840226), ('mịn siêu', 0.03891680343840226), ('thương hiệu', 0.043882345359194615), ('giá chát', 0.043882345359194615)]",Quận Tân Phú
Starbucks Coffee,https://www.foody.vn/ho-chi-minh/starbucks-coffee-pandora-city,iPhone,2019-01-01 19:21:00,Starbucks Coffee - Pandora City,"Mình ghé quán để học bài, vì quán luôn trong trạng thái yên tĩnh dù đông khách. Quán nằm tầng trệt Pandora nhưng chỉ có cửa vào ở bên ngoài, không có cửa vào từ bên trong toà nhà nên vài ba lần đầu ghé, mình cũng không nhớ để vào quán, chỉ lúc đi về mới thấy ở bên ngoài.
Mình chọn món Red velvet muffin, mình có thể ăn lạnh hoặc hâm nóng. Mình chọn ăn lạnh vì như thế sẽ sẽ ngon hơn, đối với mình là vậy. Bánh có vị ngọt, có nhân hay là có trái cây khô ngọt bên trong bánh nhưng mình không biết là vị gì, nhưng ăn rất ngon, làm bánh không bị ngán vì vị ngọt. Trên bánh có chocolate trắng tô điểm cho bánh thêm xinh.
Mình điều mình thích ở Starbuck là nhân viên luôn trong trạng thái vui tươi làm mình luôn cảm thấy thoải mái ghi ghé đây. Nhân viên phục vụ dễ thương và tận tình, mình hỏi và được đáp rất hài lòng. Good.",8.2,starbucks coffee pandora city,mình ghé quán để học bài vì quán luôn trong trạng thái yên tĩnh dù đông khách. quán nằm tầng trệt pandora nhưng chỉ có cửa vào ở bên ngoài không có cửa vào từ bên trong toà nhà nên vài ba lần đầu ghé mình cũng không nhớ để vào quán chỉ lúc đi về mới thấy ở bên ngoài. mình chọn món red velvet muffin mình có thể ăn lạnh hoặc hâm nóng. mình chọn ăn lạnh vì như thế sẽ sẽ ngon hơn đối với mình là vậy. bánh có vị ngọt có nhân hay là có trái cây khô ngọt bên trong bánh nhưng mình không biết là vị gì nhưng ăn rất ngon làm bánh không bị ngán vì vị ngọt. trên bánh có chocolate trắng tô điểm cho bánh thêm xinh. mình điều mình thích ở starbuck là nhân viên luôn trong trạng thái vui tươi làm mình luôn cảm thấy thoải mái ghi ghé đây. nhân viên phục vụ dễ thương và tận tình mình hỏi và được đáp rất hài lòng. good.,positive,"[('đông khách', 0.045226610871059225), ('mình', 0.046904596794429876), ('học bài', 0.051653994690569624), ('yên tĩnh', 0.051653994690569624), ('quán', 0.07322316643570079)]",Quận Tân Phú
Starbucks Coffee,https://www.foody.vn/ho-chi-minh/starbucks-coffee-pandora-city,iPhone,2018-09-05 22:02:00,Starbucks Coffee - Pandora City,"Phong cách phục vụ của starbucks thì phải phải bàn. Không gian rộng, ngay mặt trước Pandora. Thích nhất green tea latte thôi. Sẽ ủng hộ dài dài.",8.2,starbucks coffee pandora city,phong cách phục vụ của starbucks thì phải phải bàn. không gian rộng ngay mặt trước pandora. thích nhất green tea latte thôi. sẽ ủng hộ dài dài.,positive,"[('phong cách', 0.053188643354743534), ('phải bàn', 0.06419703621054738), ('cách phục', 0.08549198287999409), ('starbucks thì', 0.08549198287999409), ('thì phải', 0.10384538576770895)]",Quận Tân Phú
Starbucks Coffee,https://www.foody.vn/ho-chi-minh/starbucks-coffee-pandora-city,iPhone,2018-06-11 15:42:00,Starbucks Coffee - Pandora City,"Ấn tượng đầu tiên khi đến đây chính là tìm không ra lối vào 🙄 nhìn phía xa thấy biển Starbucks nhưng xuống hầm gửi xe xong lên lại mất tiêu 😭biển treo cao quá đi ngang hong để ý thế là phải vòng lại tìm. Mình có order cốc trà xanh vị khá ngon, kem béo, đá mịn mát nhưng tiếc là k có thạch. Nhân viên phục vụ tốt và điểm trừ siêu siêu lớn cho Starbucks là phải đi xin pass wifi liên tục -_-",7.2,starbucks coffee pandora city,ấn tượng đầu tiên khi đến đây chính là tìm không ra lối vào nhìn phía xa thấy biển starbucks nhưng xuống hầm gửi xe xong lên lại mất tiêu biển treo cao quá đi ngang hong để ý thế là phải vòng lại tìm. mình có order cốc trà xanh vị khá ngon kem béo đá mịn mát nhưng tiếc là k có thạch. nhân viên phục vụ tốt và điểm trừ siêu siêu lớn cho starbucks là phải đi xin pass wifi liên tục,positive,"[('tượng đầu', 0.030519769362204654), ('đầu tiên', 0.030519769362204654), ('đây chính', 0.030519769362204654), ('nhìn phía', 0.030519769362204654), ('xuống hầm', 0.030519769362204654)]",Quận Tân Phú
Starbucks Coffee,https://www.foody.vn/ho-chi-minh/starbucks-coffee-pandora-city,iPhone,2018-06-08 11:51:00,Starbucks Coffee - Pandora City,"Phục vụ chuẩn, chỗ ngồi hạn chế.",7.8,starbucks coffee pandora city,phục vụ chuẩn chỗ ngồi hạn chế.,positive,"[('hạn chế', 0.04940384002065631), ('chuẩn chỗ', 0.09700399286574239), ('chỗ ngồi', 0.09700399286574239), ('ngồi hạn', 0.09700399286574239), ('phục', 0.15831692877998726)]",Quận Tân Phú
Starbucks Coffee,https://www.foody.vn/ho-chi-minh/starbucks-coffee-pandora-city,iPhone,2018-05-14 20:27:00,Starbucks Coffee - Pandora City,"- Mango Mango Frappuccino so với Tea-ramisu và Midnight Mocha thì loại này kém hơn. Ở dưới là thạch xoài, trên là lớp cream nhưng ly này mình cảm thấy vị nó cứ lưng lửng thế nào, không nghe được mùi xoài mà lớp kem cũng không ngọt, không béo, cứ nhạt nhạt thế nào ấy, nói chung rất bình thường không có gì nổi trội.
- Creme Brulee thì quá ngon, quá đỉnh rồi không còn gì để bàn.
- Bánh Starbucks Cheesecake gì đó thì béo cực kỳ luôn, mình khuyên hai người ăn một cái là vừa.",8.4,starbucks coffee pandora city,mango mango frappuccino so với tea ramisu và midnight mocha thì loại này kém hơn. ở dưới là thạch xoài trên là lớp cream nhưng ly này mình cảm thấy vị nó cứ lưng lửng thế nào không nghe được mùi xoài mà lớp kem cũng không ngọt không béo cứ nhạt nhạt thế nào ấy nói chung rất bình thường không có gì nổi trội. creme brulee thì quá ngon quá đỉnh rồi không còn gì để bàn. bánh starbucks cheesecake gì đó thì béo cực kỳ luôn mình khuyên hai người ăn một cái là vừa.,positive,"[('kém hơn', 0.025208365202354175), ('mango mango', 0.03123865190280572), ('mango frappuccino', 0.03207392282904539), ('tea ramisu', 0.03293224076790066), ('midnight mocha', 0.03293224076790066)]",Quận Tân Phú
