Chain,Link,Via,Datetime,Summary,Full Content,Rating
Phúc Long,https://www.foody.vn/ho-chi-minh/phuc-long-phan-van-tri,iPhone,2021-05-23 13:06:00,Làm sai tất cả yêu cầu của khách,"Mình đặt qua app 4 ly nước nhưng làm sai yêu cầu 3 ly:

1. Dặn ko đường thì làm full đường
2. Dặn để thạch riêng thì cho vô ly luôn
3. Dặn đá chung thì để riêng
4. Pha quá ngọt, đổ cả nước lọc vào uống vẫn ngọt",2.6
Phúc Long,https://www.foody.vn/ho-chi-minh/phuc-long-phan-van-tri,iPhone,2021-05-07 08:08:00,Thái độ nhân viên cực kỳ tệ,Thái độ nhân viên cực kỳ tệ,1.0
Phúc Long,https://www.foody.vn/ho-chi-minh/phuc-long-phan-van-tri,iPhone,2021-05-03 23:49:00,Thái độ,"Mình đi Chi nhánh này khá nhiều lần, nhưng thái độ bảo vệ ở đây thật sự không tốt. Mong quản lý xem xét và cải thiện!",3.8
Phúc Long,https://www.foody.vn/ho-chi-minh/phuc-long-phan-van-tri,iPhone,2021-03-08 14:31:00,Thái độ,"Thấy nhiều quán cafe chấm dứt việc tối đa 30 người rồi nhưng Phúc Long vẫn áp dụng, nên mình vào thì không cho vì bên trong đủ 30 người. Cái này mình ok nhưng nên từ chối sao cho vừa lòng khách, bảo vệ thái độ như đuổi khách.",1.0
Phúc Long,https://www.foody.vn/ho-chi-minh/phuc-long-phan-van-tri,iPhone,2021-02-25 15:26:00,Phúc Long Coffee & Tea - Phan Văn Trị,Nhân viên thái độ với khách 👎🏻👎🏻👎🏻,1.0
Highlands Coffee,https://www.foody.vn/ho-chi-minh/highlands-coffee-nguyen-huu-canh,iPhone,2022-06-19 20:58:00,Không gian yên tĩnh,"Quán trong khu dân cư nên yên tĩnh. Trà thạch vải ngon nhất, trà hạt sen có lớp cheese béo và hạt sen ăn bùi bùi. Freeze trà xanh nghe nói signature của highland nhưng mình thấy ko ngon bằng 2 món kia. Highland có nhiều chương trình ưu đãi: tặng thêm ly trà nếu order ly trà lớn nhân ngày của bố, free upsize nếu cầm hoá đơn quay lại trong 3 ngày… nên thành ra quay lại quài luôn 😋
Ở đây có điều bất tiện là nhà vệ sinh ko có trong quán, phải đi hơi xa.",9.0
Highlands Coffee,https://www.foody.vn/ho-chi-minh/highlands-coffee-nguyen-huu-canh,iPad,2020-06-06 12:33:00,Highlands Coffee - The Manor,"view ở đây trong khu dân cư nên khá đẹp và yên tĩnh , ko quá đông đúc",7.4
Highlands Coffee,https://www.foody.vn/ho-chi-minh/highlands-coffee-nguyen-huu-canh,iPhone,2019-02-07 16:48:00,Great coffee!,The enviroment us relax and nice music. Restroom is clean. The staffs walked back and forth to clean every 5 minutes. Drink is delicious. Nice place to meet friends.,10.0
Highlands Coffee,https://www.foody.vn/ho-chi-minh/highlands-coffee-nguyen-huu-canh,Android,2018-10-01 20:50:00,Trà xanh Freeze thạch uống ok!,"Đang trong giờ học thấy thèm matcha mà bên highlands mình chưa uống thử bao giờ nên đặt uống cho biết, bạn mìn từng review uống ngon nên muốn thử lắm. Đặt qua grabfood có mã giảm giá ly size vừa 59k thêm thạch 9k và ship 15k giảm còn 33k thôi à. Do mình lần đầu không biết có thạch jelly trà xanh sẳn nên order đặt thêm, thạch có sẳn cũng nhiểu mua thêm nữa nên uống hơi ngán :( :( :(",6.6
Highlands Coffee,https://www.foody.vn/ho-chi-minh/highlands-coffee-nguyen-huu-canh,iPhone,2018-09-30 18:39:00,Highlands Coffee - The Manor,"Không như các chi nhánh Highland khác, chỗ này vắng vẻ, yên tĩnh, phù hợp với các cặp đôi thích riêng tư, khách có lẽ đa phần là dân cư sống trong The Manor.

Các món nước uống ở đây không khác so với các chi nhánh khác nhưng nếu phải trả cùng giá tiền nhưng mất đi cái view ngắm phố sá thì cũng là một thiệt thòi vì quán nằm bên trong toà nhà, không nhìn ra mặt đường.

Ngoài ra, vô đây phải gửi xe dưới hầm của The Manor rồi đi bộ ngược lên hơi phiền.",9.4
Highlands Coffee,https://www.foody.vn/ho-chi-minh/highlands-coffee-nguyen-huu-canh,Android,2018-07-26 22:40:00,HIGHLANDS THE MANOR.!,"Đây là chi nhánh yên tĩnh nhất của Highland, thực sự thích.!",9.0
Highlands Coffee,https://www.foody.vn/ho-chi-minh/highlands-coffee-nguyen-huu-canh,iPhone,2018-07-24 22:06:00,Lâu rồi mới uống lại Highlands,"Để bắt đầu một tuần mới với nhiều cảm hứng sáng tạo trong công việc, tôi luôn ưu tiên đầu tiền với Highlands. Sự sáng tạo trong thức uống góp phần giúp tôi hưng phấn thêm tư duy trong công việc. Hãy đến với Highland để thoã sức sáng tạo và trải nghiệm nhiều thú vị với các loại nước ở đây. Socola đá xay với hương vị mới, mang một vị ngon tinh tế, giúp bạn luôn tỉnh táo trong công việc. Cùng với trà sen mang hương vị tự nhiên, tinh tế giúp bạn thư giãn sau nhiều giờ làm việc căng thẳng",9.0
Highlands Coffee,https://www.foody.vn/ho-chi-minh/highlands-coffee-nguyen-huu-canh,iPhone,2018-07-24 13:36:00,Highlands Coffee - The Manor,Có dịp đi ngáng ghé vô mua ly uống lâu lắm mới uống lại. Vị Highlands chưa bao giờ làm mình thất vọng hết. Ngon bá cháy nhen.,7.4
Highlands Coffee,https://www.foody.vn/ho-chi-minh/highlands-coffee-nguyen-huu-canh,iPhone,2018-06-07 22:07:00,"Ngon, sang chảnh","Như thường lệ, vẫn món quen thuộc caremel freeze . Thạch hút cực đã. 
Cực kết món này của highlands. 
Hjhj. 
Không gian yên tĩnh, sang trọng nhẹ nhàng. Nhân viên bán hàng cũng được.",7.8
Highlands Coffee,https://www.foody.vn/ho-chi-minh/highlands-coffee-nguyen-huu-canh,Android,2018-04-02 13:35:00,Peach tea & freeze tra xanh,Jelly~~~😊,9.0
Highlands Coffee,https://www.foody.vn/ho-chi-minh/highlands-coffee-nguyen-huu-canh,Android,2017-12-11 11:35:00,Highlands Coffee - The Manor,"- Mình thích chỗ này, yên tĩnh phù hợp cho mình tự học hoặc học nhóm. Gần đó bên khu Saigon Pearl cũng có Highlands mà lúc nào cũng đông hết. 
- Học bài thì cần tỉnh táo nên Cà Phê Sữa và Caramel Phin Freeze cứ vậy mà tới. Cà Phê thì bạn mình uống, Freeze Caramel ngonnnn.
- Highlands thì khó mà tìm được chỗ nào mà vắng, được chi nhánh này là yên tĩnh, thoải mái nhất nếu có đông thì mọi người cũng không quá ồn ào, mình thì thích như vậy hơn 😍 Nhân viên dễ thương nữa.",8.2
Highlands Coffee,https://www.foody.vn/ho-chi-minh/highlands-coffee-nguyen-huu-canh,Web,2017-10-05 12:42:00,Phục vụ quá kém,"- Điểm trừ thứ nhất: Địa điểm thì cách có 3km mà thời gian giao hàng từ 10h sáng tới 12h30 trưa mới nhận được. Đùa à buổi sáng đông khách tới mức đó à trời T_T 

- Điểm trừ thứ hai: Mua 2 ly cà phê sữa đá với ly trà đào mà lại cho 3 cái ống hút uống cà phê sữa nóng để làm cái gì vậy? Uống kiểu gì?

- Điểm trừ thứ ba: Giao hàng đến nơi đá tan sạch. 

- Điểm trừ thứ tư: Thay đổi giờ giao hàng trễ không biết báo một câu.",2.8
Highlands Coffee,https://www.foody.vn/ho-chi-minh/highlands-coffee-nguyen-huu-canh,iPhone,2017-04-11 02:03:00,Mình yêu nơi này ❤,"Hiếm hoi lắm mới có một quán Highland mà không gian vừa rộng rãi lại vừa yên tĩnh, thoải mái thế này. Bình thường highland quán nào cũng đông và ồn hết ý ^^

Nước và bánh ở Highland coffee vừa rẻ vừa ngon nên lần nào tới mình cũng phải gọi bánh ăn :3

Mình vẫn thích nhất là không gian ở đây, hẹn hò hay ngồi làm việc là rất rất thích hợp :3",9.2
Highlands Coffee,https://www.foody.vn/ho-chi-minh/highlands-coffee-nguyen-huu-canh,iPhone,2017-02-16 20:25:00,Chanh đá xay,"Không gian rộng, thoáng và sạch sẽ. Nằm trong toà nhà Manor. Gửi xe tầng hầm, đi thang máy lên G rẽ tay phải nha.
Nhân viên lịch sự, dễ thương
Mình hay uống chanh đá xay, cho vỏ chanh xay luôn nè😍",8.6
Highlands Coffee,https://www.foody.vn/ho-chi-minh/highlands-coffee-nguyen-huu-canh,Web,2016-11-21 22:34:00,Đi Highlands,"Tình cờ ngang đây nên ghé thôi, bạn mình cũng nói đây khá được, cơ mà có cái gửi xe ở hầm hơi bất tiện 1 tẹo, mình ko thích lắm, không gian rộng rãi nè, nước uống thì chất lượng đó giờ ko có ý kiến gì hơn đâu, mấy bạn nhân viên hơi đơ 1 tí nhưng cũng coi là tạm ổn, cơ mà ko hiểu sao mình ko thích cái ko gian bên này cho lắm, cứ thấy nó ko được thoải mái, ghé chút rồi đi à nên cảm nhận được xíu vậy thôi hihi",6.8
Highlands Coffee,https://www.foody.vn/ho-chi-minh/highlands-coffee-nguyen-huu-canh,iPhone,2016-07-30 08:50:00,Highlands Coffee - The Manor Nguyễn Hữu Cảnh,"Không gian : rộng rãi , sang trọng , wifi siêu ổn .
Nhân viên : không quá nhiệt tình , thân thiện , nhưng cũng có thể chấp nhận được . Chỉ có điều gửi xe ở hầm thì thái độ bảo vệ giữ xe khá khó chịu , gay gắt với khách .
Về chất lượng nước ở highlands là không bàn cãi rồi , nước đậm đà mùi vị . Món nào trong menu cũng ok hết . Thạch jelly nhiều , ngon . Giá nước hơi cao tí
Còn bánh thì giá bánh khá rẻ , nhưng bù lại không được ngon lắm . Chỉ thấy có tiramisu là ok thôi .",7.2
Highlands Coffee,https://www.foody.vn/ho-chi-minh/highlands-coffee-nguyen-huu-canh,Web,2016-05-15 20:29:00,Nhân viên phục vụ cực kỳ coi thường khách,"Mình không phải dạng người đòi hỏi quá cao, yêu cầu nhân viên phục vụ phải cứ chăm chăm ""Khách hàng là thượng đế"" nhưng khi vào Highlands Coffee mình thấy nhân viên xem khách như thú vật lạ luôn chứ không phải người bình thường. Ban đầu tới là phải đứng chờ dài cổ, nhìn bạn nhân viên đi qua đi lại không thèm nhìn khách chào hỏi lấy một cái (công việc cũng chả có vẻ bận rộn gì!?) rồi xong tới màn trợn mắt nhìn tụi mình, và giựt lấy voucher mua nước và bánh ngọt mà cũng chính các bạn nhân viên Highlands đưa mình. Có phải nghèo đói gì đi ăn xin đâu mà không hiểu thái độ các bạn nhân viên lại như vậy nhỉ?

Thiết nghĩ Highlands Coffee là một chuỗi cà phê nhượng quyền khá lớn, mình cũng thường xuyên ghé qua và trước giờ đều không có gì phàn nàn nhưng thật không hiểu nổi nhân viên tại chi nhánh The Manor lại hành xử như vậy với khách!

Reivew thêm về địa điểm này thì mình cũng khá hài lòng về không gian. Khá vắng vẻ và thoải mái ngồi làm việc chứ không đông đúc và chật chội như khu vực trung tâm. Tuy nhiên đi đường hơi khó nhận diện ra Highlands The Manor. Chất lượng cũng không có gì phàn nàn nhưng nhân viên thì cần xem lại.",4.4
Highlands Coffee,https://www.foody.vn/ho-chi-minh/highlands-coffee-nguyen-huu-canh,Web,2016-03-18 03:11:00,Ngon và hấp dẫn quá,"Mình đi với nhóm  bạn , order phần Trà Hạt Sen uống ngon cực , uống thơm nhè nhẹ , rất vừa vị , có cơ hội quay lại sẽ uống tiếp món này . Cơm bò lúc lắc cũng khá ngon , bày biện hấp dẫn nên cũng khá ưng , dù khá ít . Bánh gì mình quên mất tên cũng ngon . Nhìn khá đậm phong cách Âu , đẹp nhưng cái muỗng làm hơi tuột mood một chút - nhìn không đẹp chút nào . Không gian rộng rãi thoải mái và đẹp . Nhân viên phục vụ cũng ok .",7.2
Highlands Coffee,https://www.foody.vn/ho-chi-minh/highlands-coffee-nguyen-huu-canh,iPhone,2015-10-18 16:47:00,Cuối tuần highlands,Cuối tuần lượn lờ bên quận 7 mua cây cảnh để bàn làm việc. Qua highlands bên này giải quyết voucher chè của highlands . Và lại một voucher mới tiếp tục trong quá trình xử lý chè trong đợt giảm giá chè ở hệ thống cửa hàng highlands :3,6.8
Highlands Coffee,https://www.foody.vn/ho-chi-minh/highlands-coffee-nguyen-huu-canh,iPhone,2015-09-25 06:46:00,Highlands Coffee - The Manor Nguyễn Hữu Cảnh,Rất thích khung cảnh xung quanh đây nên rất thường xuyên ghé... đồ uống tất cả ok.,8.0
Highlands Coffee,https://www.foody.vn/ho-chi-minh/highlands-coffee-nguyen-huu-canh,Web,2015-07-23 23:28:00,"Không gian yên tĩnh, thoải mái.","Đây có thể là không gian HL yên tĩnh nhất trong chuỗi cf HL. Chủ yếu là phục vụ dân cư tại the Manor nên khách có vẻ khá ít, phù hợp làm nơi hẹn hò, tâm sự hoặc học hành một mình.
Giá cả và chất lượng tương đương các nơi khác, tuy nhiên, quán có khu vực decor cafe và view cũng khá ổn, nhìn ra Nguyễn Hữu Cảnh tấp nập xe cộ.
Mún vào cf ở đây phải gửi xe ở hầm nên có thể bất tiện cho một số người.",8.2
Highlands Coffee,https://www.foody.vn/ho-chi-minh/highlands-coffee-nguyen-huu-canh,Web,2015-07-08 21:34:00,Không gian yên tĩnh,"Theo cá nhân mình nghĩ có lẽ HL này là một trong những quán HL yên tĩnh nhất trong hệ thống. Với vị trí nằm trong The Manor, khách đi đường rất ít khi ghé vào bởi lý do phải gửi xe ở bên trong khu chung cư. Vì thế HL ở đây chủ yếu phục vụ cho những người sống trong tòa nhà này thôi. Không gian yên tĩnh khỏi bàn, thích hợp làm việc học tập. Thức uống pha chế như các hệ thống khác. Chất lượng ngon. Phục vụ cũng khá hài lòng. Nói tóm lại mình chấm cái HL này vì sự yên tĩnh.",8.0
Highlands Coffee,https://www.foody.vn/ho-chi-minh/highlands-coffee-nguyen-huu-canh,Android,2015-06-08 01:09:00,:3,Khá hài lòng. OK GREAT!!,7.0
Highlands Coffee,https://www.foody.vn/ho-chi-minh/highlands-coffee-nguyen-huu-canh,iPhone,2015-04-01 10:58:00,Highlands Coffee - The Manor Nguyễn Hữu Cảnh,"Quán ở đây mọi thứ đều rất ok , giá cả phải chăng , không gian yên tĩnh thích hợp cho các cuộc nói chuyện hội họp , thức uống hợp khẩu vị với người việt nam , chỉ cỏ môt thứ mình không hài lòng hay nói đúng hơn là không thích khi mỗi lần đến với highland là không phục vụ nước uống cho khách điều này có cảm giác như đến quán phải uống nhanh và đi sớm chứ ko có thể ngồi lê la tám chuyện , mong là chuổi hệ thống có thể khắc phục điều này",6.8
Highlands Coffee,https://www.foody.vn/ho-chi-minh/highlands-coffee-nguyen-huu-canh,Web,2015-01-25 15:49:00,"Không gian yên tĩnh thích hợp làm việc, đọc sách","Mình kết nhất Highlands ở đây, theo mình là quán Highlands yên tĩnh và có chất lượng phục vụ tốt nhất trong tất cả các cửa hàng của chuỗi Highlands.
Địa điểm trong The Manor nên khách nước ngoài rất nhiều, và họ thì lịch sự hơn người VN mình (hơi buồn  nhưng đúng là thế) nên ngồi ở đây khá thoải mái.
Lúc trước thì ở đây mình dc nhân viên phục vụ tận răng, ko phải như những chỗ khác tự order và mang nước. Mà từ 2015 thì đổi luôn roài, phải tự phục vụ mình luôn.
Điểm trừ lớn nhất của Highlands là menu ko đa dạng, ko có nhiều sự lựa chọn lắm. Mình hay uống cafe sữa vn 29k (hơi dở mà uống riết quen bị ghiền )), freeze trà xanh 55k thì ngon và béo. Món ăn thì ngon nhất là cơm bò lúc lắc (79k), bánh mì xá xíu cũng ngon mà hơi khô, giá có 19k à",8.2
Highlands Coffee,https://www.foody.vn/ho-chi-minh/highlands-coffee-nguyen-huu-canh,Android,2015-01-09 03:48:00,Không ấn tượng,"*Không gian, dịch vụ:
- Không gian to, thoải mái.
- Nhân viên hay lơ đễnh.

* Thức ăn, nước uống:
- Đói quá nên mình kêu 1 to phở bò vì không cho mang thức ăn ngoài vào. Tô phở quá nhiều nước béo nên ăn rất ngán. Còn lại không có gì ấn tượng.
- Matcha freeze uống cũng bình thường dù nhiều người khen ngon nên giờ mới thử. Đúng là chỉ có freeze đúng vị cafe là ngon, còn những loại freeze khác thì theo mình chỉ có từ dở đến trung bình. 

*ĐIỂM TRỪ:
- nhà vệ sinh quá xa, nằm bên ngoài.
- Món ăn chán.",6.4
Highlands Coffee,https://www.foody.vn/ho-chi-minh/highlands-coffee-nguyen-huu-canh,Android,2014-12-03 02:32:00,Highlands Coffee - The Manor Nguyễn Hữu Cảnh,"Bị ghiền Greentea ở đây, ngon gì đâu T.T Thêm lớp kem nữa. 
.
Không gian ổn, mình thấy tuy lúc vào đông nhưng không quá ồn, nhân viên thân thiện, nhanh nhẹn và chuyên nghiệp.",7.4
Highlands Coffee,https://www.foody.vn/ho-chi-minh/highlands-coffee-nguyen-huu-canh,Web,2014-11-26 14:49:00,Phục Vụ hơi tệ,"Hum mình đến đâu để làm bài tập với bạn, gọi 2 ly capuchino, mình đã từng uống rùi mà đến chỗ này sao mà ly capuchino vị gì kỳ quá, đá không là đá, nhạt nhẽo, tưởng highland đổi vị hay kêu nhầm nước rùi, nhưng có đi uống lại ở Phú Mỹ Hưng thì vẫn là hương vị đó, ngon lắm mà không biết sao uống chỗ này như uống nước đá  vậy .""",3.0
Highlands Coffee,https://www.foody.vn/ho-chi-minh/highlands-coffee-nguyen-huu-canh,iPhone,2014-10-31 13:18:00,Chờ đợi là hạnh phúc ???,"Gởi xe kế bên dưới hầm để vào quán, theo mình Quán vắng, ko ồn ào như các chi nhánh highlands khác ở Sg, không gian thoải mái, yên tĩnh, nhạc mở cũng hay. Đợi nước chậm vô cùng chậm phải nói là quán thì vắng mà đi có 3 đứa phải đợi nước những 25p thì thật là.. Dài lê thê ấy. Nhân viên phục vụ thì mặt buồn thỉu buồn thiu nói ko muốn lịch sự thân thiện nổi luôn ấy. Biết là quán chỉ có 2 nhân viên nhưng vắng lắm mà chậm đến thế này thì ko biết phải làm sao nữa. Hỏi cái pass wifi mà ko biết đọc chữ freeze ra sao phải chỉ chỏ lại đi vòng đến chỗ quầy, đến khi mình hỏi có phải ""freeze trà xanh"" giống mấy chỗ khác ko thì vẫn ko trả lời mà kiu lại quầy xem thì đúng là ""freezetraxanh"" ôi ức ko tả đc. 2 ly freeze của bạn mình bưng ra trà xanh lạt nhách, chocolate thì đắng nghét mà phải chờ thêm ly cappucino của mình ra thì nước của bạn mình tan hết đá ra thành nước luôn vì đúng lâu luôn ấy. Nói chung uống vội, hít thở tí không gian ngồi cùng nhau nói vài mẫu chuyện cười cũng bớt đi hậm hực. Quán này mình nghĩ tốt nhất nên dạy nhân viên cách thân thiện và đẩy nhanh tiến độ phục vụ thì ko phải bàn.",7.0
Highlands Coffee,https://www.foody.vn/ho-chi-minh/highlands-coffee-nguyen-huu-canh,iPhone,2014-10-25 10:08:00,Highlands Coffee - The Manor Nguyễn Hữu Cảnh,"Không gian thoáng mát, yên tĩnh , không ồn ào & ""tạp nham"" như những chi nhánh quanh trung tâm SG 
Chất lượng thì vẫn ""Highlands"" thôi, ở mức ổn
Tuy nhiên, phục vụ siêu chậmmmm nhaaaa nhaaa",6.8
Highlands Coffee,https://www.foody.vn/ho-chi-minh/highlands-coffee-nguyen-huu-canh,iPhone,2014-09-29 19:50:00,Highlands Coffee - The Manor Nguyễn Hữu Cảnh,"Đc phát mấy phiếu 1+1 nên dùng cho hết :) matchat freeze hôm bữa thử ok lắm nên chọn vị khác là choco freeze, phải nói là món dỡ nhất mình từng uống! Quá dỡ, uống k nổi bỏ gần cả ly, kem wip vẫn vậy quá ngậy sữa quá béo. À bthg thấy phục vụ dthg lắm nhưng nay khác hẵn, vào mình gọi menu mấy lần nv ra vô hoài mà coi 2 đứa như ng vô hình!! Phải đến ngay quầy gọi, khi order nước tương tự, tính tiền luôn!!!! Tự nhiên thấy mất cảm tình!",6.6
Highlands Coffee,https://www.foody.vn/ho-chi-minh/highlands-coffee-nguyen-huu-canh,iPhone,2014-09-27 22:17:00,Highlands Coffee - The Manor Nguyễn Hữu Cảnh,"Cafe ngon :) matcha freeze uống ok, nhưng mình thấy k đúng vị matcha cho lắm mà thơm thoảng kiểu như mùi lài ấy, phần kem béo ngậy sữa quá, ngấy quá trời. Bánh rẽ ngon ^^ nhân viên nhiệt tình phục nhanh nhẹn, k biêt cho khác thế nào nhưng mình để í chỗ này vắng nên khi phát phiếu 1+1 quá sộp :3",7.4
Highlands Coffee,https://www.foody.vn/ho-chi-minh/highlands-coffee-nguyen-huu-canh,iPhone,2014-09-14 10:38:00,Highlands Coffee - The Manor Nguyễn Hữu Cảnh,"Business lunch, Banh Mi was sold out so tried Hu Tieu Nam Vang. Better than expected, but noodle needed to be more elastic. Soup in Fried garlic gives good accent.",6.8
Highlands Coffee,https://www.foody.vn/ho-chi-minh/highlands-coffee-nguyen-huu-canh,iPhone,2014-04-29 09:52:00,Highlands Coffee - The Manor Nguyễn Hữu Cảnh,"Con đường mình hay đi dạo nhất, rồi vào măm măm Black forrest

1- Food:
Nói nhỏ hôm bữa mình gọi Black forrest loại bánh mình khá thích, nhưng bánh này đã cũ, ai mà hay ăn bánh sẽ nhận ra ngay. Thế là được đổi phần bánh khác . Hết hồn Highlands mà để tình trạng này, nhưng không sao miễn mình hài lòng là được. Đi đâu mình cũng ưu ái cho highlands bởi gam màu đỏ đen chủ đạo và thức uống ngon.

2- Service:
Phục vụ nhanh nhẹn , gần gũi
3- Atmosphere and Relaxation:
Rộng rãi, thoáng mát cực kì, có lầu phía trên và bên ngoài hóng gió. Khu này quán nào mình cũng ghé vào hết, vì thế mọi người hay gặp mình ở Phú Mỹ Hưng là vậy. Ham ăn ham uống quá nhỉ

4- Pricing and other Factors :
Giá rẻ phù hợp với người Việt Nam 
Nên có 1 coffee jelly và 1 miếng bánh nhỏ thư giản sẽ thoải mái lắm.",7.8
Highlands Coffee,https://www.foody.vn/ho-chi-minh/highlands-coffee-nguyen-huu-canh,Android,2014-04-27 12:54:00,Quán đẹp và yên tĩnh.,"Quán lịch sự và ấm cúng. 
Nhìn bên ngoài có vẻ tối, nhưg thực ra không gian bên trong quán đèn vàng rất đẹp, nhất là vào buổi tối. 
Vì tọa lạc bên trong khu chug cư The Manor trên con đường NGuyễn Hữu Cảnh, cách khoảng 15' đi xe đến trung tâm thành phố, Higlands The Manor khác xa sự xô bồ và đông đúc của những quán chi nhánh khác. Đặc biệt món phô mai chanh day của quáb rất ngon, vị thơm và chua nhẹ.",7.0
Highlands Coffee,https://www.foody.vn/ho-chi-minh/highlands-coffee-nguyen-huu-canh,Web,2014-03-02 00:17:00,Ghế ngồi êm,"Uống ở đây gặp phi công với người nước ngoài quá trời lun. uống xong còn đc nhân viên hỏi có đi xe ko để cho phiếu giữ xe nữa. Bị cái chỗ này đi trời mưa là khóc tiếng tàu lun , mình bị 1 lần ròi, tưởng khỏi lấy xe về do đường ngập hơn nữa bánh xe lận. Các bạn đi uống nên cẩn thận tránh trời mưa nha.",8.0
Highlands Coffee,https://www.foody.vn/ho-chi-minh/highlands-coffee-nguyen-huu-canh,Web,2014-01-03 10:34:00,Highlands Coffee - The Manor Nguyễn Hữu Cảnh,"HIghlands Coffee is one of the household coffee house brands that has successfully established itself in Vietnam. 

Started in 1998 with their flagship outlet in Hanoi, Highlands Coffee has now more than 40 outlets across Vietnam and counting. Although there more than 20 outlets in Saigon, but we particularly enjoy this outlet at The Manor. 

Most outlets would be located in places with lots of human traffic and are usually crowed and noisy. However, at this outlet you can enjoy nice quiet moments while sipping your Vietnamese coffee.

But why we are recommending Highlands Coffee is for their set lunches that are at 49,000vnd. Extremely worth every penny especially eating in a cosy, cool and clean place. And the lunch is really not bad at all. 

We like not just the taste of the food but the creative touch with each dish in terms of preparation and presentation. Impressive for a coffee house! So do drop by Highlands at the Manor or any nearby for your next lunch. You won't regret it!

Food type and taste: Vietnamese cuisine- 3.5/5 stars 
Price: Economic to mid-range
Ambience: Air-conditioned. Cosy for small groups",7.4
Highlands Coffee,https://www.foody.vn/ho-chi-minh/highlands-coffee-nguyen-huu-canh,Web,2013-12-27 01:01:00,Không Gian Sang Trọng,"Highlands Nguyễn Hữu Cảnh này được bày trí khá ấm, nhân viên phục vụ rất chuyên nghiệp và nhiệt tình, khi mình order là sẽ nói trước cho mình biết khoảng bao lâu thì có để khỏi chờ đợi. Lần đầu tiên uống ở đây là buổi gặp khách hàng, gọi 1 ly espresso cho lịch sự chứ thật ra chưa từng uống loại cafe này bao giờ, thường uống cafe sữa là chính. Nhân viên mang ra một tách cafe và một miếng bánh ngọt nho nhỏ. Tách cafe bốc hương thơm ngào ngạt luôn, cầm lên uống 1 ngụm thì tía má ơi nuốt thì không nổi mà không biết sao nhả ra. Trước giờ vẫn nghe nói espresso cực đắng nhưng không nghĩ đắng muốn rụng rún như vậy, lật đật bỏ miếng bánh vào miệng vậy mà vẫn thấy đắng. Cạch cafe espresso luôn, ngoài espresso quá đắng thì những thức uống khác mình đã uống qua ở Highlands cộng hòa thì rất ngon. Trong các chi nhánh của Highlands coffee, thích cái ở cộng hòa, vừa gần nhà, nhân viên lại dễ thương và nhiệt tình nữa.",7.8
Highlands Coffee,https://www.foody.vn/ho-chi-minh/highlands-coffee-nguyen-huu-canh,Web,2013-01-21 07:37:00,Góc Highlands trong khu The Manor,"Khu vực chung cư The Manor không có nhiều chọn lựa cho ăn uống nên sự có mặt của quán này ở đây đã góp phần cung cấp một danh mục món ăn Việt Nam cho cư dân. Mặc dù menu mới có phần tinh giản hơn trước với các món ăn uống được chọn lọc lại. Ở đây có cơm, phở, hủ tiếu, mì, bún các loại khá phong phú và đa dạng.
Theo xu thế ăn uống tiết kiệm của thời bão giá, chuỗi cafe này đã cho ra bữa sáng tiết kiệm 29.000đ và bữa trưa tiết kiệm 59.000 khá hấp dẫn.",7.6
Highlands Coffee,https://www.foody.vn/ho-chi-minh/highlands-coffee-nguyen-huu-canh,Web,2012-11-22 13:34:00,Lựa chọn tốt cho buổi trưa ngắn ngủi,"Highland Coffee thực sự đã trở thành sự lựa chọn cho mỗi buổi trưa của tụi mình, một nơi nghỉ ngơi thoải mái, có máy lạnh, bàn ghế và không gian khá đơn giản nhưng tạo cảm giác dễ chịu sau cả một buổi sáng làm việc với đối tác căng thẳng.

Thực đơn ở đây cũng đơn giản như vậy: cơm, phở các loại … nhưng cũng có phục vụ cả đồ Tây nữa nhé. Đồ uống ở đây cũng có nhiều lựa chọn lắm, từ café cho đến trà, sinh tố, nước ép… Bữa trưa hôm đó của mình là Phở Gà, chả giò tôm và sinh tố xoài. Một buổi trưa thật lành mạnh!",8.2
Highlands Coffee,https://www.foody.vn/ho-chi-minh/highlands-coffee-nguyen-huu-canh,Web,2012-10-18 23:01:00,Cafe ngon,"Mình đã tới đây 2 lần vào năm ngoái. Highlands có phong cách riêng không thể nhầm lẫn với những thương hiệu cafe khác. Cách bài trí khá sang trọng, mang lại cảm giác ấm cúng. Mặc dù chưa thật sự nổi bật như Starbuck hay Coffee Bean nhưng cũng có những khách riêng. Đồ uống thì theo mình thấy là khá ngon. Cà phê có vị đậm đà, chứng tỏ Highlands dùng loại cafe ngon và có qui trinh xử lý tốt. Lần thứ 2 mình tới có gă Johnny Trí Nguyễn ngồi uống cafe ở đây ^^",7.6
Phúc Long,https://www.foody.vn/ho-chi-minh/phuc-long-1213-duong-3-2,iPhone,2022-10-04 21:07:00,K biết phải do người pha không,Lần đầu uống thử món mới ai dè thử trúng phế phẩm của nhân loại !,1.0
Highlands Coffee,https://www.foody.vn/ho-chi-minh/highlands-coffee-hoa-hong,iPhone,2022-02-19 20:45:00,8h30 đóng cửa hãi thiệc,"Moi người đừng có vô highlands chỗ này uống nha MỚI 8h30 đã đuổi khách vì lý do đóng cửa con nua TRÀ SEN VÀNG thi ko cho kem sữa... xin mới cho, nhân viên ko nhiệt tình vừa vô 8h mà 8h30 đi nói vs khách quán đóng cửa quán cafe mà 8h30 đóng cửa thì nghỉ bán lun cho rồi, never see u again",1.0
